Input1(a);Input1(b);Input2;Input3;Input4(l);Input4(y);Input4(u);Input5(gg);Input5(p);Input5(g);Input6(j);Input6(ff);Input6(aa);Input6(e);Input6(i);Input6(x);Input6(d);Input6(c);Input6(k);Input6(cc);Input6(r);Input6(m);Input6(q);Input6(w);Input7(n);Input7(dd);Input7(o);Input7(z);Input7(j);Input7(ff);Input7(bb);Input7(h);Input7(v);Input8;Input9(f);Input9(t);Input10(f);Input10(t);Input11;Input12(t);Input12(f);Input13(p);Input13(s);Input13(g);Input14;Input15;Desired1;Desired2
0;1;23.08;11.5;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;2.125;0;1;0;1;11;1;0;0;0;1;290;284;0;1
1;0;25.17;2.875;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.875;0;1;1;0;0;0;1;0;0;1;360;0;0;1
0;1;43.08;0.375;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.375;0;1;0;1;8;1;0;0;0;1;300;162;0;1
1;0;35.75;0.915;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.75;0;1;0;1;4;0;1;0;0;1;0;1583;0;1
0;1;59.5;2.75;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1.75;0;1;0;1;5;1;0;0;0;1;60;58;0;1
0;1;21;3;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1.085;0;1;0;1;8;1;0;0;0;1;160;1;0;1
0;1;21.92;0.54;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.04;0;1;0;1;1;1;0;0;0;1;840;59;0;1
1;0;65.17;14;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;11;1;0;0;0;1;0;1400;0;1
1;0;20.33;10;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;4;0;1;0;0;1;50;1465;0;1
0;1;32.25;0.165;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3.25;0;1;0;1;1;1;0;0;0;1;432;8000;0;1
0;1;30.17;0.5;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1.75;0;1;0;1;11;0;1;0;0;1;32;540;0;1
0;1;25.17;6;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;3;0;1;0;0;1;0;0;0;1
0;1;39.17;1.625;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1.5;0;1;0;1;10;0;1;0;0;1;186;4700;0;1
0;1;39.08;6;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1.29;0;1;0;1;5;1;0;0;0;1;108;1097;0;1
0;1;31.67;0.83;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1.335;0;1;0;1;8;1;0;0;0;1;303;3290;0;1
0;1;41;0.04;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.04;1;0;0;1;1;0;1;0;1;0;560;0;0;1
0;1;48.5;4.25;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0.125;0;1;1;0;0;1;0;0;0;1;225;0;0;1
0;1;32.67;9;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;5.25;0;1;1;0;0;1;0;0;0;1;154;0;0;1
1;0;28.08;15;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;13212;0;1
0;1;73.42;17.75;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;1
0;1;64.08;20;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;17.5;0;1;0;1;9;1;0;0;0;1;0;1000;0;1
0;1;51.58;15;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;8.5;0;1;0;1;9;0;1;0;0;1;0;0;0;1
0;1;26.67;1.75;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;5;1;0;0;0;1;160;5777;0;1
0;1;25.33;0.58;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.29;0;1;0;1;7;1;0;0;0;1;96;5124;0;1
0;1;30.17;6.5;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;3.125;0;1;0;1;8;0;1;0;0;1;330;1200;0;1
0;1;27;0.75;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4.25;0;1;0;1;3;1;0;0;0;1;312;150;0;1
0;1;34.17;5.25;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0.085;1;0;1;0;0;1;0;0;0;1;290;6;0;1
0;1;38.67;0.21;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.085;0;1;1;0;0;1;0;0;0;1;280;0;0;1
0;1;25.75;0.75;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.25;0;1;1;0;0;0;1;0;0;1;349;23;0;1
1;0;46.08;3;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2.375;0;1;0;1;8;1;0;0;0;1;396;4159;0;1
1;0;21.5;6;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2.5;0;1;0;1;3;0;1;0;0;1;80;918;0;1
0;1;20.5;2.415;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;1;11;1;0;0;0;1;200;3000;0;1
1;0;29.5;0.46;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.54;0;1;0;1;4;0;1;0;0;1;380;500;0;1
0;1;29.83;1.25;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.25;1;0;1;0;0;0;1;0;0;1;224;0;1;0
0;1;20.08;0.25;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0.125;1;0;1;0;0;0;1;0;0;1;200;0;1;0
0;1;23.42;0.585;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.085;0;1;1;0;0;0;1;0;0;1;180;0;1;0
1;0;29.58;1.75;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1.25;1;0;1;0;0;1;0;0;0;1;280;0;1;0
0;1;16.17;0.04;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.04;1;0;1;0;0;0;1;0;0;1;0;0;0;1
0;1;32.33;3.5;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.5;1;0;1;0;0;1;0;0;0;1;232;0;1;0
0;1;47.83;4.165;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.085;1;0;1;0;0;1;0;0;0;1;520;0;1;0
0;1;20;1.25;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.125;1;0;1;0;0;0;1;0;0;1;140;4;1;0
0;1;27.58;3.25;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;5.085;1;0;0;1;2;1;0;0;0;1;369;1;1;0
0;1;22;0.79;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0.29;1;0;0;1;1;0;1;0;0;1;420;283;1;0
0;1;19.33;10.915;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0.585;1;0;0;1;2;1;0;0;0;1;200;7;1;0
1;0;38.33;4.415;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.125;1;0;1;0;0;0;1;0;0;1;160;0;1;0
0;1;29.42;1.25;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.25;1;0;0;1;2;1;0;0;0;1;400;108;1;0
0;1;22.67;0.75;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1.585;1;0;0;1;1;1;0;0;0;1;400;9;1;0
0;1;32.25;14;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;2;0;1;0;0;1;160;1;1;0
0;1;29.58;4.75;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;1;1;1;0;0;0;1;460;68;1;0
0;1;18.42;10.415;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.125;0;1;1;0;0;0;1;0;0;1;120;375;1;0
0;1;22.17;2.25;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.125;1;0;1;0;0;0;1;0;0;1;160;10;1;0
0;1;22.67;0.165;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2.25;1;0;1;0;0;1;0;0;1;0;0;0;0;1
0;1;18.83;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0.665;1;0;1;0;0;0;1;0;0;1;160;1;1;0
0;1;21.58;0.79;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0.665;1;0;1;0;0;0;1;0;0;1;160;0;1;0
0;1;23.75;12;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2.085;1;0;1;0;0;0;1;0;1;0;80;0;1;0
0;1;36.08;2.54;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;1000;1;0
0;1;29.25;13;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.5;1;0;1;0;0;0;1;0;0;1;228;0;1;0
1;0;19.58;0.665;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1.665;1;0;1;0;0;0;1;0;0;1;220;5;1;0
1;0;22.92;1.25;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0.25;1;0;1;0;0;1;0;0;0;1;120;809;1;0
1;0;27.25;0.29;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0.125;1;0;0;1;1;1;0;0;0;1;272;108;1;0
1;0;38.75;1.5;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;76;0;1;0
0;1;32.42;2.165;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;120;0;1;0
1;0;23.75;0.71;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0.25;1;0;0;1;1;1;0;0;0;1;240;4;1;0
0;1;18.17;2.46;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0.96;1;0;0;1;2;1;0;0;0;1;160;587;1;0
0;1;40.92;0.5;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0.5;1;0;1;0;0;1;0;0;0;1;130;0;1;0
0;1;19.5;9.585;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.79;1;0;1;0;0;0;1;0;0;1;80;350;1;0
0;1;28.58;3.625;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.25;1;0;1;0;0;1;0;0;0;1;100;0;1;0
0;1;35.58;0.75;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1.5;1;0;1;0;0;1;0;0;0;1;231;0;1;0
0;1;34.17;2.75;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2.5;1;0;1;0;0;1;0;0;0;1;232;200;1;0
0;1;31.58;0.75;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3.5;1;0;1;0;0;1;0;0;0;1;320;0;1;0
1;0;52.5;7;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;0;1;0;0;0;1;0;0;1;0;0;1;0
0;1;36.17;0.42;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0.29;1;0;1;0;0;1;0;0;0;1;309;2;1;0
0;1;37.33;2.665;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0.165;1;0;1;0;0;1;0;0;0;1;0;501;1;0
1;0;20.83;8.5;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.165;1;0;1;0;0;0;1;0;0;1;0;351;1;0
0;1;24.08;9;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.25;1;0;1;0;0;1;0;0;0;1;0;0;1;0
0;1;25.58;0.335;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3.5;1;0;1;0;0;1;0;0;0;1;340;0;1;0
1;0;35.17;3.75;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;6;0;1;0;0;1;0;200;1;0
0;1;48.08;3.75;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;1;0;0;1;100;2;1;0
1;0;15.83;7.625;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0.125;1;0;0;1;1;1;0;0;0;1;0;160;1;0
1;0;22.5;0.415;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.335;1;0;1;0;0;1;0;0;1;0;144;0;1;0
0;1;21.5;11.5;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.5;0;1;1;0;0;1;0;0;0;1;100;68;1;0
1;0;23.58;0.83;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0.415;1;0;0;1;1;1;0;0;0;1;200;11;1;0
1;0;21.08;5;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;0;1;0
0;1;25.67;3.25;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2.29;1;0;0;1;1;1;0;0;0;1;416;21;1;0
1;0;38.92;1.665;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.25;1;0;1;0;0;0;1;0;0;1;0;390;1;0
1;0;15.75;0.375;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1;0;0;1;120;18;1;0
1;0;28.58;3.75;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.25;1;0;0;1;1;1;0;0;0;1;40;154;1;0
0;1;22.25;9;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.085;1;0;1;0;0;0;1;0;0;1;0;0;1;0
0;1;29.83;3.5;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.165;1;0;1;0;0;0;1;0;0;1;216;0;1;0
1;0;23.5;1.5;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0.875;1;0;1;0;0;1;0;0;0;1;160;0;1;0
0;1;32.08;4;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1.5;1;0;1;0;0;1;0;0;0;1;120;0;1;0
0;1;31.08;1.5;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0.04;1;0;1;0;0;0;1;0;1;0;160;0;1;0
0;1;31.83;0.04;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0.04;1;0;1;0;0;0;1;0;0;1;0;0;1;0
1;0;21.75;11.75;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.25;1;0;1;0;0;1;0;0;0;1;180;0;1;0
1;0;17.92;0.54;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1.75;1;0;0;1;1;1;0;0;0;1;80;5;1;0
0;1;30.33;0.5;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.085;1;0;1;0;0;1;0;0;1;0;252;0;1;0
0;1;51.83;2.04;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1.5;1;0;1;0;0;0;1;0;0;1;120;1;1;0
0;1;47.17;5.835;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;5.5;1;0;1;0;0;0;1;0;0;1;465;150;1;0
0;1;25.83;12.835;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0.5;1;0;1;0;0;0;1;0;0;1;0;2;1;0
1;0;50.25;0.835;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.5;1;0;1;0;0;1;0;0;0;1;240;117;1;0
1;0;37.33;2.5;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0.21;1;0;1;0;0;0;1;0;0;1;260;246;1;0
1;0;41.58;1.04;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.665;1;0;1;0;0;0;1;0;0;1;240;237;1;0
1;0;30.58;10.665;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0.085;1;0;0;1;12;1;0;0;0;1;129;3;1;0
0;1;19.42;7.25;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0.04;1;0;0;1;1;0;1;0;0;1;100;1;1;0
1;0;17.92;10.21;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;50;1;0
1;0;20.08;1.25;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;1;0;0;1;0
0;1;19.5;0.29;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.29;1;0;1;0;0;0;1;0;0;1;280;364;1;0
0;1;27.83;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;0;1;0;0;0;1;0;0;1;176;537;1;0
0;1;17.08;3.29;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.335;1;0;1;0;0;1;0;0;0;1;140;2;1;0
0;1;36.42;0.75;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.585;1;0;1;0;0;0;1;0;0;1;240;3;1;0
0;1;40.58;3.29;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;3.5;1;0;1;0;0;1;0;0;1;0;400;0;1;0
0;1;21.08;10.085;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1.25;1;0;1;0;0;0;1;0;0;1;260;0;1;0
1;0;22.67;0.75;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;1;2;1;0;0;0;1;200;394;1;0
1;0;25.25;13.5;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;1;0;0;1;1;1;0;0;0;1;200;1;1;0
0;1;17.92;0.205;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0.04;1;0;1;0;0;0;1;0;0;1;280;750;1;0
0;1;35;3.375;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;8.29;1;0;1;0;0;1;0;0;0;1;0;0;1;0
