Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Age
0,0.62,0.51,0.175,1.2705,0.5415,0.32299999999999995,0.3225,10.5
0,0.56,0.455,0.16,0.9670000000000001,0.4525,0.207,0.27399999999999997,10.5
1,0.66,0.515,0.155,1.4415,0.7055,0.3555,0.335,11.5
1,0.45,0.355,0.115,0.478,0.18,0.1185,0.155,11.5
0,0.525,0.43,0.125,0.813,0.3315,0.166,0.1775,13.5
0,0.525,0.4,0.13,0.6995,0.3115,0.131,0.223,10.5
0,0.525,0.43,0.135,0.8435,0.4325,0.18,0.1815,10.5
1,0.695,0.55,0.195,1.6645,0.727,0.36,0.445,12.5
1,0.555,0.455,0.135,0.8370000000000001,0.382,0.171,0.235,10.5
0,0.675,0.535,0.185,1.5575,0.7035,0.402,0.4,12.5
0,0.515,0.4,0.17,0.7959999999999999,0.258,0.1755,0.28,17.5
0,0.65,0.515,0.195,1.4005,0.5195,0.36,0.44,14.5
0,0.575,0.45,0.16,1.068,0.556,0.214,0.2575,11.5
1,0.565,0.445,0.14,0.836,0.406,0.1605,0.2245,10.5
0,0.675,0.525,0.155,1.4785,0.628,0.3405,0.42,10.5
0,0.505,0.39,0.125,0.5445,0.24600000000000002,0.15,0.1405,8.5
1,0.365,0.295,0.08,0.2555,0.09699999999999999,0.043,0.1,8.5
1,0.59,0.47,0.16,1.206,0.479,0.2425,0.309,9.5
1,0.31,0.22,0.085,0.146,0.061,0.0365,0.045,7.5
1,0.155,0.115,0.025,0.024,0.009000000000000001,0.005,0.0075,6.5
1,0.475,0.37,0.11,0.4895,0.2185,0.107,0.146,9.5
0,0.575,0.48,0.15,0.897,0.4235,0.1905,0.248,9.5
0,0.475,0.375,0.125,0.588,0.237,0.1715,0.155,11.5
1,0.56,0.465,0.145,0.8875,0.3345,0.22,0.2695,10.5
1,0.385,0.31,0.1,0.2845,0.1065,0.075,0.1,12.5
0,0.605,0.45,0.195,1.0979999999999999,0.48100000000000004,0.2895,0.315,14.5
0,0.625,0.49,0.175,1.2329999999999999,0.5565,0.247,0.365,12.5
0,0.745,0.57,0.215,2.25,1.1565,0.446,0.5579999999999999,10.5
0,0.615,0.475,0.155,1.004,0.4475,0.193,0.2895,11.5
0,0.65,0.51,0.175,1.35,0.575,0.3155,0.3885,11.5
1,0.575,0.47,0.15,1.1415,0.4515,0.204,0.4,14.5
0,0.705,0.57,0.185,1.761,0.747,0.3725,0.488,11.5
0,0.655,0.525,0.175,1.348,0.5855,0.2605,0.39399999999999996,11.5
0,0.58,0.44,0.18,0.8540000000000001,0.3665,0.1635,0.245,13.5
1,0.615,0.475,0.175,1.224,0.6035,0.261,0.311,10.5
1,0.615,0.495,0.2,1.304,0.5795,0.3115,0.371,15.5
1,0.49,0.395,0.14,0.5489999999999999,0.2215,0.1275,0.15,12.5
0,0.625,0.475,0.175,1.1435,0.4755,0.2475,0.349,11.5
1,0.44,0.325,0.115,0.39,0.163,0.087,0.113,8.5
0,0.49,0.39,0.135,0.5785,0.2465,0.12300000000000001,0.2,14.5
1,0.555,0.46,0.16,0.86,0.3345,0.1935,0.275,11.5
0,0.655,0.515,0.18,1.412,0.6195,0.2485,0.49700000000000005,12.5
1,0.33,0.245,0.085,0.171,0.0655,0.0365,0.055,12.5
0,0.665,0.505,0.16,1.2915,0.631,0.2925,0.32,12.5
1,0.615,0.47,0.155,1.2,0.5085,0.32,0.292,9.5
1,0.475,0.37,0.125,0.5095,0.2165,0.1125,0.165,10.5
0,0.695,0.55,0.16,1.6365,0.6940000000000001,0.3005,0.44,14.5
1,0.63,0.49,0.15,1.1955,0.5845,0.257,0.3,10.5
1,0.695,0.55,0.215,1.9565,0.7125,0.541,0.59,15.5
1,0.425,0.325,0.095,0.3785,0.1705,0.08,0.1,8.5
0,0.555,0.44,0.14,0.846,0.34600000000000003,0.1715,0.2735,11.5
1,0.675,0.515,0.145,1.265,0.6025,0.299,0.325,11.5
1,0.56,0.44,0.16,0.8645,0.3305,0.2075,0.26,11.5
0,0.69,0.54,0.185,1.5715,0.6935,0.318,0.47,16.5
0,0.545,0.425,0.125,0.768,0.294,0.1495,0.26,17.5
0,0.665,0.53,0.185,1.3955,0.456,0.3205,0.49,16.5
1,0.555,0.44,0.15,1.092,0.41600000000000004,0.212,0.4405,16.5
0,0.655,0.51,0.15,1.043,0.4795,0.223,0.305,10.5
1,0.55,0.385,0.13,0.7275,0.34299999999999997,0.1625,0.19,9.5
1,0.35,0.26,0.09,0.195,0.0745,0.040999999999999995,0.0655,10.5
1,0.565,0.44,0.175,1.122,0.39299999999999996,0.2,0.375,21.5
1,0.605,0.49,0.145,1.3,0.517,0.3285,0.31,15.5
1,0.54,0.42,0.19,0.6855,0.293,0.163,0.38,11.5
0,0.43,0.35,0.09,0.397,0.1575,0.08900000000000001,0.12,10.5
0,0.65,0.505,0.165,1.357,0.5725,0.281,0.43,12.5
1,0.21,0.15,0.05,0.0385,0.0155,0.0085,0.01,4.5
1,0.65,0.495,0.16,1.304,0.57,0.312,0.3725,10.5
1,0.595,0.48,0.165,1.262,0.4835,0.28300000000000003,0.41,18.5
0,0.615,0.52,0.15,1.3435,0.629,0.2605,0.345,11.5
0,0.46,0.425,0.155,0.746,0.3005,0.152,0.24,9.5
0,0.63,0.475,0.155,1.0005,0.452,0.252,0.265,11.5
0,0.625,0.485,0.15,1.0945,0.531,0.261,0.29600000000000004,11.5
0,0.63,0.5,0.155,1.005,0.36700000000000005,0.19899999999999998,0.36,17.5
1,0.61,0.485,0.175,1.2445,0.544,0.297,0.345,13.5
1,0.415,0.3,0.1,0.3355,0.1545,0.0685,0.095,8.5
0,0.305,0.225,0.07,0.1485,0.0585,0.0335,0.045,8.5
1,0.51,0.4,0.14,0.6515,0.2455,0.1665,0.185,11.5
0,0.585,0.435,0.14,0.6955,0.3085,0.129,0.2245,9.5
1,0.62,0.48,0.16,1.0765,0.41200000000000003,0.253,0.3,14.5
1,0.545,0.45,0.15,0.978,0.3365,0.1905,0.3,12.5
1,0.635,0.525,0.205,1.484,0.55,0.3115,0.43,21.5
1,0.65,0.51,0.175,1.155,0.4955,0.2025,0.385,13.5
1,0.59,0.49,0.165,1.207,0.5589999999999999,0.235,0.309,11.5
1,0.58,0.44,0.175,1.2255,0.5405,0.2705,0.3265,11.5
1,0.6,0.475,0.19,1.0875,0.40299999999999997,0.2655,0.325,15.5
1,0.595,0.485,0.15,1.0835,0.5305,0.231,0.276,9.5
0,0.47,0.36,0.11,0.4965,0.237,0.127,0.13,7.5
1,0.61,0.49,0.16,1.112,0.465,0.228,0.341,11.5
0,0.65,0.505,0.175,1.2075,0.5105,0.262,0.39,11.5
0,0.52,0.4,0.125,0.6865,0.295,0.1715,0.185,10.5
0,0.45,0.335,0.105,0.425,0.1865,0.091,0.115,10.5
0,0.66,0.475,0.18,1.3695,0.6409999999999999,0.294,0.335,7.5
0,0.56,0.435,0.185,1.1059999999999999,0.42200000000000004,0.2435,0.33,16.5
1,0.58,0.43,0.125,0.9115,0.446,0.2075,0.121,11.5
1,0.61,0.46,0.16,1.0,0.494,0.19699999999999998,0.275,11.5
0,0.63,0.48,0.15,1.0525,0.392,0.336,0.285,13.5
0,0.705,0.545,0.18,1.5395,0.6075,0.3675,0.4645,14.5
1,0.475,0.37,0.125,0.649,0.34700000000000003,0.136,0.142,9.5
0,0.655,0.51,0.155,1.2895,0.5345,0.2855,0.41,12.5
1,0.57,0.45,0.155,0.91,0.326,0.1895,0.355,15.5
1,0.6,0.475,0.17,1.1315,0.508,0.272,0.309,11.5
0,0.45,0.35,0.135,0.56,0.231,0.13699999999999998,0.145,14.5
1,0.445,0.35,0.14,0.5905,0.2025,0.158,0.19,15.5
0,0.58,0.455,0.17,0.9075,0.374,0.2135,0.285,14.5
0,0.59,0.445,0.13,1.1325,0.3825,0.23399999999999999,0.32,14.5
0,0.535,0.42,0.13,0.6990000000000001,0.3125,0.1565,0.2035,9.5
0,0.645,0.51,0.2,1.5675,0.621,0.36700000000000005,0.46,13.5
1,0.655,0.53,0.195,1.3880000000000001,0.5670000000000001,0.2735,0.41,14.5
0,0.605,0.5,0.185,1.1185,0.469,0.2585,0.335,10.5
0,0.625,0.485,0.165,1.2255,0.5075,0.29600000000000004,0.36,11.5
0,0.725,0.57,0.205,1.6195,0.7440000000000001,0.315,0.488,12.5
0,0.275,0.195,0.07,0.08,0.031,0.0215,0.025,6.5
1,0.64,0.53,0.165,1.1895,0.4765,0.3,0.35,12.5
1,0.605,0.47,0.16,1.1735,0.4975,0.2405,0.345,13.5
0,0.665,0.535,0.19,1.496,0.5775,0.2815,0.475,18.5
0,0.565,0.45,0.135,0.9885,0.387,0.1495,0.31,13.5
0,0.57,0.45,0.165,0.903,0.3305,0.1845,0.295,15.5
1,0.61,0.485,0.145,1.3305,0.7829999999999999,0.2255,0.2865,10.5
0,0.525,0.43,0.165,0.7170000000000001,0.289,0.1745,0.195,11.5
0,0.52,0.405,0.115,0.7759999999999999,0.32,0.1845,0.22,9.5
1,0.61,0.47,0.155,1.0325,0.49700000000000005,0.2175,0.2785,10.5
1,0.65,0.525,0.205,1.4275,0.69,0.306,0.4355,14.5
0,0.72,0.545,0.185,1.7185,0.7925,0.401,0.46799999999999997,12.5
1,0.5,0.4,0.13,0.7715,0.37,0.16,0.21100000000000002,9.5
1,0.61,0.48,0.14,1.031,0.4375,0.2615,0.27,9.5
1,0.66,0.51,0.175,1.218,0.5055,0.303,0.37,12.5
0,0.445,0.335,0.11,0.4355,0.2025,0.1095,0.1195,7.5
0,0.475,0.375,0.14,0.501,0.192,0.1175,0.175,14.5
0,0.57,0.435,0.15,0.8295,0.3875,0.156,0.245,11.5
1,0.5,0.385,0.135,0.6425,0.3195,0.129,0.1535,8.5
1,0.55,0.43,0.16,0.9295,0.317,0.1735,0.355,14.5
0,0.69,0.525,0.19,1.492,0.6425,0.3905,0.42,13.5
1,0.605,0.47,0.18,1.1405,0.3755,0.2805,0.385,16.5
1,0.595,0.475,0.165,1.213,0.621,0.2435,0.27399999999999997,10.5
1,0.47,0.36,0.105,0.544,0.27,0.1395,0.129,8.5
0,0.4,0.3,0.115,0.3025,0.1335,0.0465,0.0935,9.5
1,0.555,0.44,0.14,0.8705,0.40700000000000003,0.156,0.255,10.5
1,0.575,0.45,0.165,0.9655,0.498,0.19,0.23,9.5
1,0.6,0.47,0.175,1.105,0.4865,0.247,0.315,16.5
0,0.61,0.485,0.17,1.1005,0.5125,0.22899999999999998,0.305,12.5
0,0.58,0.45,0.155,0.93,0.385,0.24600000000000002,0.265,10.5
0,0.635,0.5,0.18,1.3119999999999998,0.529,0.2485,0.485,19.5
1,0.265,0.2,0.065,0.084,0.034,0.0105,0.03,8.5
0,0.67,0.53,0.225,1.5615,0.63,0.48700000000000004,0.3725,12.5
1,0.5,0.37,0.15,1.0615,0.494,0.223,0.29600000000000004,10.5
1,0.545,0.42,0.14,0.7505,0.2475,0.13,0.255,23.5
1,0.515,0.4,0.16,0.8175,0.2515,0.156,0.3,24.5
0,0.705,0.55,0.2,1.7095,0.633,0.4115,0.49,14.5
1,0.57,0.405,0.16,0.9245,0.3445,0.2185,0.295,20.5
1,0.475,0.375,0.13,0.5175,0.2075,0.1165,0.17,11.5
0,0.57,0.425,0.13,0.782,0.3695,0.1745,0.1965,9.5
1,0.605,0.47,0.18,1.1155,0.479,0.2565,0.321,11.5
0,0.505,0.4,0.125,0.583,0.24600000000000002,0.13,0.175,8.5
1,0.635,0.48,0.145,1.181,0.665,0.22899999999999998,0.225,11.5
1,0.55,0.405,0.15,0.9235,0.41200000000000003,0.2135,0.24,8.5
0,0.49,0.37,0.14,0.585,0.243,0.115,0.195,11.5
1,0.345,0.265,0.09,0.163,0.0615,0.037000000000000005,0.0485,11.5
1,0.485,0.385,0.105,0.556,0.29600000000000004,0.10400000000000001,0.133,8.5
1,0.565,0.425,0.16,0.9425,0.3495,0.2185,0.275,18.5
0,0.645,0.485,0.15,1.151,0.5935,0.2315,0.293,13.5
1,0.57,0.46,0.14,0.9535,0.4465,0.2065,0.245,13.5
0,0.405,0.325,0.11,0.3555,0.151,0.063,0.11699999999999999,10.5
0,0.62,0.5,0.175,1.186,0.4985,0.3015,0.35,13.5
1,0.575,0.435,0.135,0.992,0.43200000000000005,0.2225,0.239,11.5
1,0.595,0.47,0.175,0.991,0.382,0.2395,0.5,13.5
0,0.72,0.565,0.17,1.6130000000000002,0.723,0.3255,0.4945,13.5
0,0.425,0.325,0.135,0.382,0.1465,0.079,0.14,13.5
0,0.49,0.38,0.155,0.578,0.2395,0.1255,0.18,10.5
1,0.385,0.305,0.09,0.2775,0.109,0.0515,0.1,10.5
0,0.37,0.295,0.1,0.2685,0.1165,0.055999999999999994,0.0835,8.5
1,0.625,0.49,0.165,1.205,0.5175,0.3105,0.3465,11.5
0,0.47,0.365,0.12,0.5820000000000001,0.29,0.092,0.146,9.5
1,0.595,0.48,0.14,0.9125,0.4095,0.1825,0.289,10.5
0,0.73,0.57,0.165,2.0165,1.0685,0.418,0.435,11.5
0,0.7,0.525,0.19,1.6465,0.8545,0.307,0.3995,10.5
1,0.57,0.45,0.145,0.95,0.4005,0.2235,0.2845,11.5
0,0.455,0.355,0.12,0.4495,0.177,0.10400000000000001,0.15,10.5
0,0.67,0.515,0.17,1.4265,0.6605,0.3395,0.37,12.5
0,0.73,0.55,0.205,1.9080000000000001,0.5415,0.3565,0.5965,15.5
1,0.5,0.38,0.125,0.5770000000000001,0.26899999999999996,0.1265,0.1535,10.5
1,0.67,0.51,0.175,1.5265,0.6509999999999999,0.4475,0.345,11.5
1,0.48,0.365,0.12,0.6015,0.312,0.11699999999999999,0.14,8.5
0,0.665,0.525,0.21,1.6440000000000001,0.818,0.3395,0.4275,11.5
0,0.68,0.58,0.2,1.787,0.585,0.45299999999999996,0.6,20.5
1,0.5,0.385,0.145,0.7615,0.24600000000000002,0.195,0.204,15.5
0,0.645,0.49,0.19,1.3065,0.479,0.3565,0.345,19.5
0,0.71,0.56,0.18,1.652,0.735,0.381,0.4525,12.5
0,0.61,0.47,0.145,1.153,0.40299999999999997,0.29600000000000004,0.32,15.5
0,0.555,0.425,0.14,0.963,0.44,0.22399999999999998,0.24,8.5
0,0.635,0.49,0.175,1.2435,0.5805,0.313,0.305,11.5
1,0.63,0.49,0.155,1.2525,0.63,0.24600000000000002,0.289,10.5
0,0.685,0.53,0.17,1.5105,0.7385,0.3525,0.3725,11.5
1,0.575,0.45,0.155,0.948,0.429,0.20600000000000002,0.259,8.5
0,0.395,0.3,0.105,0.3375,0.1435,0.0755,0.098,13.5
1,0.615,0.525,0.155,1.1375,0.36700000000000005,0.23600000000000002,0.37,21.5
1,0.61,0.475,0.15,1.1420000000000001,0.62,0.237,0.245,10.5
1,0.63,0.505,0.155,1.105,0.49200000000000005,0.226,0.325,12.5
1,0.505,0.385,0.15,0.6415,0.24600000000000002,0.152,0.215,13.5
1,0.54,0.41,0.13,0.56,0.2375,0.1065,0.175,8.5
0,0.47,0.355,0.13,0.5465,0.2005,0.126,0.185,15.5
1,0.425,0.325,0.12,0.3755,0.142,0.1065,0.105,10.5
0,0.345,0.26,0.09,0.207,0.0775,0.0435,0.0765,11.5
1,0.565,0.435,0.15,0.99,0.5795,0.1825,0.20600000000000002,9.5
1,0.63,0.485,0.175,1.3,0.4335,0.2945,0.46,24.5
0,0.41,0.315,0.11,0.321,0.1255,0.0655,0.095,11.5
1,0.255,0.195,0.065,0.08,0.0315,0.018000000000000002,0.027000000000000003,9.5
0,0.505,0.38,0.13,0.693,0.391,0.1195,0.1515,9.5
1,0.62,0.5,0.18,1.3915,0.726,0.2795,0.332,12.5
0,0.55,0.465,0.18,1.2125,0.3245,0.205,0.525,28.5
0,0.655,0.545,0.165,1.6225,0.6555,0.299,0.513,13.5
0,0.6,0.465,0.15,1.1025,0.5455,0.262,0.25,9.5
1,0.37,0.28,0.095,0.2225,0.0805,0.051,0.075,8.5
0,0.66,0.5,0.155,1.3765,0.6485,0.28800000000000003,0.335,13.5
0,0.65,0.495,0.16,1.3105,0.5770000000000001,0.3315,0.355,10.5
1,0.48,0.36,0.1,0.439,0.19399999999999998,0.099,0.115,9.5
0,0.68,0.52,0.185,1.494,0.615,0.3935,0.406,12.5
1,0.71,0.56,0.22,2.015,0.9215,0.45399999999999996,0.5660000000000001,12.5
0,0.485,0.375,0.135,0.556,0.1925,0.1315,0.1685,11.5
1,0.625,0.52,0.175,1.4105,0.691,0.322,0.3465,11.5
0,0.605,0.485,0.16,1.2009999999999998,0.41700000000000004,0.2875,0.38,10.5
0,0.375,0.27,0.135,0.597,0.272,0.131,0.1675,8.5
1,0.525,0.41,0.13,0.99,0.3865,0.243,0.295,16.5
1,0.54,0.455,0.14,0.972,0.419,0.255,0.26899999999999996,11.5
1,0.59,0.5,0.165,1.1045,0.4565,0.2425,0.34,16.5
0,0.525,0.41,0.115,0.7745,0.41600000000000004,0.163,0.18,8.5
1,0.635,0.52,0.175,1.2919999999999998,0.6,0.26899999999999996,0.36700000000000005,12.5
1,0.43,0.345,0.115,0.3045,0.0925,0.055,0.12,12.5
1,0.75,0.595,0.205,2.2205,1.083,0.42100000000000004,0.63,13.5
0,0.565,0.45,0.175,1.2365,0.5305,0.2455,0.308,11.5
1,0.66,0.535,0.19,1.5905,0.6425,0.297,0.5175,10.5
1,0.63,0.47,0.15,1.1355,0.539,0.2325,0.3115,13.5
1,0.66,0.52,0.19,1.558,0.755,0.298,0.4,11.5
0,0.47,0.355,0.18,0.441,0.1525,0.1165,0.135,9.5
0,0.59,0.44,0.14,1.0070000000000001,0.4775,0.2105,0.2925,10.5
0,0.49,0.365,0.145,0.6345,0.1995,0.1625,0.22,11.5
0,0.61,0.495,0.19,1.213,0.46399999999999997,0.306,0.365,16.5
1,0.615,0.5,0.17,1.054,0.4845,0.228,0.295,11.5
0,0.505,0.425,0.14,0.85,0.275,0.1625,0.285,20.5
1,0.745,0.575,0.2,1.8840000000000001,0.9540000000000001,0.336,0.495,13.5
0,0.475,0.38,0.145,0.57,0.16699999999999998,0.11800000000000001,0.187,12.5
1,0.6,0.49,0.21,1.9875,1.005,0.419,0.491,11.5
1,0.485,0.37,0.13,0.526,0.2485,0.105,0.1555,7.5
0,0.635,0.505,0.17,1.415,0.605,0.297,0.365,16.5
0,0.58,0.45,0.235,1.071,0.3,0.20600000000000002,0.395,15.5
1,0.575,0.455,0.135,0.907,0.4245,0.19699999999999998,0.26,10.5
1,0.5,0.4,0.165,0.825,0.254,0.205,0.285,14.5
0,0.615,0.515,0.135,1.1215,0.545,0.2305,0.29,10.5
1,0.64,0.485,0.15,1.0979999999999999,0.5195,0.222,0.3175,11.5
0,0.63,0.5,0.185,1.383,0.54,0.3315,0.38,11.5
1,0.615,0.455,0.13,0.9685,0.49,0.182,0.2655,11.5
0,0.655,0.53,0.19,1.4280000000000002,0.493,0.318,0.565,19.5
1,0.33,0.215,0.075,0.1145,0.045,0.0265,0.035,7.5
1,0.59,0.47,0.18,1.187,0.5985,0.22699999999999998,0.31,10.5
0,0.71,0.57,0.195,1.9805,0.9925,0.4925,0.48,13.5
0,0.49,0.36,0.11,0.5005,0.161,0.107,0.195,18.5
0,0.605,0.49,0.15,1.1345,0.5265,0.2645,0.295,10.5
1,0.53,0.405,0.13,0.738,0.2845,0.17,0.193,10.5
0,0.505,0.405,0.18,0.606,0.239,0.1235,0.18,12.5
1,0.6,0.45,0.145,0.877,0.4325,0.155,0.24,10.5
1,0.54,0.415,0.17,0.879,0.33899999999999997,0.20800000000000002,0.255,11.5
0,0.635,0.485,0.19,1.3765,0.634,0.2885,0.406,12.5
0,0.645,0.55,0.175,1.2915,0.57,0.3045,0.33,15.5
1,0.47,0.37,0.12,0.5795,0.293,0.22699999999999998,0.14,10.5
1,0.565,0.435,0.185,1.032,0.354,0.2045,0.31,21.5
1,0.45,0.34,0.13,0.3715,0.1605,0.0795,0.105,10.5
1,0.66,0.505,0.165,1.374,0.589,0.35100000000000003,0.345,11.5
1,0.575,0.465,0.12,1.0535,0.516,0.2185,0.235,10.5
0,0.56,0.445,0.195,0.981,0.305,0.2245,0.335,17.5
0,0.665,0.53,0.18,1.4909999999999999,0.6345,0.342,0.435,11.5
0,0.62,0.48,0.165,1.043,0.4835,0.221,0.31,11.5
0,0.655,0.51,0.175,1.6525,0.8515,0.3365,0.40299999999999997,11.5
0,0.61,0.485,0.21,1.3445,0.535,0.2205,0.515,21.5
1,0.545,0.42,0.12,0.7865,0.40299999999999997,0.185,0.17,8.5
0,0.47,0.36,0.12,0.4775,0.2105,0.1055,0.15,11.5
1,0.44,0.35,0.11,0.4585,0.2,0.0885,0.13,10.5
1,0.505,0.44,0.14,0.8275,0.3415,0.1855,0.239,9.5
0,0.695,0.56,0.22,1.834,0.8455,0.42200000000000004,0.455,12.5
0,0.5,0.4,0.125,0.5765,0.2395,0.126,0.185,11.5
1,0.65,0.515,0.18,1.3315,0.5665,0.34700000000000003,0.405,14.5
1,0.71,0.555,0.175,2.14,1.2455,0.3725,0.434,12.5
0,0.57,0.45,0.15,0.9645,0.531,0.18899999999999997,0.209,10.5
0,0.7,0.535,0.175,1.7730000000000001,0.6805,0.48,0.512,16.5
1,0.69,0.525,0.175,1.7005,0.8255,0.36200000000000004,0.405,9.5
1,0.655,0.54,0.165,1.403,0.6955,0.2385,0.42,12.5
0,0.565,0.4,0.13,0.6975,0.3075,0.1665,0.18,9.5
0,0.655,0.51,0.16,1.092,0.396,0.2825,0.37,15.5
1,0.64,0.585,0.195,1.6469999999999998,0.7225,0.331,0.47100000000000003,13.5
1,0.575,0.455,0.185,1.156,0.5525,0.243,0.295,14.5
1,0.57,0.455,0.15,0.9520000000000001,0.3895,0.2155,0.2745,10.5
1,0.58,0.465,0.15,0.9065,0.371,0.1965,0.29,9.5
1,0.54,0.425,0.12,0.8170000000000001,0.2945,0.153,0.195,11.5
0,0.52,0.425,0.145,0.7,0.207,0.1905,0.24,14.5
0,0.58,0.43,0.17,1.48,0.6535,0.324,0.4155,11.5
0,0.51,0.37,0.21,1.183,0.508,0.292,0.34299999999999997,10.5
1,0.555,0.44,0.15,0.838,0.4155,0.146,0.23,9.5
1,0.645,0.495,0.185,1.4935,0.5265,0.2785,0.455,16.5
1,0.535,0.42,0.15,0.6995,0.2575,0.153,0.24,13.5
0,0.68,0.55,0.2,1.5959999999999999,0.525,0.4075,0.585,22.5
1,0.67,0.525,0.17,1.4005,0.715,0.3025,0.387,10.5
1,0.7,0.545,0.185,1.6135,0.75,0.4035,0.3685,12.5
0,0.53,0.44,0.135,0.7835,0.313,0.1715,0.2185,10.5
1,0.47,0.36,0.135,0.501,0.1665,0.115,0.165,11.5
0,0.665,0.5,0.15,1.2475,0.4625,0.2955,0.3595,11.5
1,0.7,0.575,0.19,2.273,1.095,0.418,0.638,13.5
0,0.52,0.41,0.125,0.6985,0.2945,0.1625,0.215,11.5
1,0.49,0.355,0.155,0.981,0.465,0.2015,0.2505,9.5
0,0.6,0.5,0.155,1.3319999999999999,0.6235,0.2835,0.35,9.5
1,0.46,0.38,0.135,0.48200000000000004,0.207,0.1225,0.145,11.5
1,0.595,0.455,0.15,0.8859999999999999,0.4315,0.201,0.223,11.5
1,0.31,0.225,0.08,0.1345,0.054000000000000006,0.024,0.05,8.5
1,0.445,0.32,0.12,0.414,0.19899999999999998,0.09,0.11699999999999999,8.5
0,0.54,0.415,0.175,0.8975,0.275,0.24100000000000002,0.275,15.5
1,0.43,0.35,0.11,0.406,0.1675,0.081,0.135,11.5
0,0.595,0.455,0.155,1.0605,0.5135,0.2165,0.3,13.5
1,0.635,0.515,0.16,1.2075,0.5385,0.282,0.345,12.5
0,0.53,0.4,0.165,0.772,0.2855,0.1975,0.23,13.5
0,0.66,0.565,0.195,1.7605,0.6920000000000001,0.3265,0.5,17.5
0,0.64,0.48,0.145,1.1145,0.508,0.24,0.34,11.5
0,0.64,0.49,0.18,1.36,0.653,0.34700000000000003,0.305,10.5
0,0.465,0.36,0.12,0.4765,0.192,0.1125,0.16,11.5
1,0.56,0.45,0.145,0.9355,0.425,0.1645,0.2725,12.5
1,0.645,0.515,0.24,1.5415,0.47100000000000003,0.369,0.535,14.5
1,0.625,0.505,0.215,1.4455,0.496,0.287,0.435,23.5
0,0.58,0.435,0.15,0.8340000000000001,0.428,0.1515,0.23,9.5
1,0.45,0.35,0.13,0.4655,0.2075,0.1045,0.135,9.5
1,0.64,0.51,0.19,1.6130000000000002,0.6215,0.361,0.47,15.5
0,0.64,0.52,0.175,1.248,0.4245,0.2595,0.48,13.5
1,0.26,0.2,0.065,0.096,0.044000000000000004,0.027000000000000003,0.03,7.5
0,0.675,0.535,0.22,1.604,0.6175,0.4255,0.45299999999999996,15.5
1,0.63,0.515,0.155,1.2590000000000001,0.4105,0.19699999999999998,0.41,14.5
0,0.4,0.32,0.11,0.353,0.1405,0.0985,0.1,9.5
1,0.515,0.4,0.14,0.6335,0.28800000000000003,0.145,0.168,10.5
1,0.33,0.25,0.09,0.19699999999999998,0.085,0.040999999999999995,0.0605,11.5
1,0.6,0.465,0.165,1.0475,0.465,0.2345,0.315,12.5
0,0.51,0.4,0.125,0.545,0.261,0.115,0.1385,7.5
0,0.47,0.36,0.145,0.537,0.1725,0.1375,0.195,16.5
0,0.6,0.465,0.155,1.04,0.4755,0.25,0.28,12.5
1,0.705,0.56,0.22,1.9809999999999999,0.8175,0.3085,0.76,15.5
1,0.62,0.49,0.16,1.035,0.44,0.2525,0.285,12.5
0,0.62,0.48,0.17,1.1045,0.535,0.25,0.287,11.5
1,0.67,0.51,0.2,1.5945,0.6705,0.3845,0.4505,11.5
0,0.62,0.5,0.17,1.148,0.5475,0.22,0.3315,11.5
1,0.605,0.475,0.175,1.2009999999999998,0.5395,0.275,0.309,11.5
0,0.67,0.505,0.175,1.0145,0.4375,0.271,0.3745,11.5
0,0.65,0.5,0.185,1.4415,0.741,0.2955,0.341,10.5
1,0.59,0.405,0.15,0.853,0.326,0.2615,0.245,10.5
0,0.675,0.54,0.21,1.5930000000000002,0.6859999999999999,0.318,0.45,12.5
1,0.505,0.385,0.13,0.6435,0.3135,0.149,0.1515,8.5
1,0.58,0.445,0.16,0.9840000000000001,0.49,0.201,0.27,10.5
1,0.64,0.525,0.18,1.3135,0.4865,0.2995,0.4075,11.5
1,0.275,0.205,0.07,0.094,0.0335,0.02,0.0325,6.5
0,0.68,0.55,0.175,1.798,0.815,0.3925,0.455,20.5
1,0.545,0.435,0.165,0.9955,0.3245,0.2665,0.325,20.5
1,0.175,0.125,0.04,0.024,0.0095,0.006,0.005,5.5
1,0.64,0.485,0.16,1.006,0.456,0.2245,0.2835,10.5
1,0.66,0.53,0.175,1.5830000000000002,0.7395,0.3505,0.405,11.5
1,0.635,0.525,0.16,1.195,0.5435,0.24600000000000002,0.335,13.5
1,0.695,0.58,0.2,1.8995,0.675,0.478,0.5295,14.5
0,0.335,0.22,0.07,0.17,0.076,0.0365,0.05,7.5
1,0.51,0.395,0.125,0.5805,0.244,0.1335,0.188,12.5
1,0.63,0.505,0.15,1.3165,0.6325,0.2465,0.37,12.5
0,0.65,0.5,0.16,1.3825,0.7020000000000001,0.304,0.3195,10.5
1,0.61,0.45,0.19,1.0805,0.517,0.2495,0.2935,11.5
1,0.535,0.415,0.135,0.78,0.3165,0.16899999999999998,0.2365,9.5
1,0.615,0.475,0.17,1.129,0.4795,0.302,0.3,11.5
1,0.66,0.505,0.19,1.4385,0.6775,0.285,0.17800000000000002,12.5
0,0.47,0.375,0.12,0.6015,0.2765,0.1455,0.135,9.5
1,0.52,0.415,0.175,0.753,0.258,0.171,0.255,9.5
