id,Был негативный опыт кредитов,Был позитивный опыт кредитов,Вернул кредит,Возраст,"Доход в месяц, руб",Количество кредитных карт,Количество лет на последней работе,Количество объектов недвижимости в собственности,Уровень образования
657,0,1,1,33,407370,4,9,0,3
658,0,1,1,33,479126,3,4,10,2
659,0,0,1,61,114965,4,3,0,2
660,0,0,1,28,333212,1,9,0,3
661,0,0,0,41,24274,1,3,0,2
662,0,1,1,22,15886,2,4,7,3
663,0,0,1,32,23903,4,3,2,2
664,0,0,1,32,22454,2,12,3,4
665,0,1,1,36,22617,5,9,5,2
666,0,0,1,39,18935,4,13,0,2
667,0,1,0,33,14157,5,2,9,2
668,0,0,1,37,95333,5,3,0,2
669,0,1,1,49,406490,1,4,11,2
670,0,0,1,32,153063,1,2,0,2
671,1,1,1,43,321749,2,3,2,2
672,1,0,1,34,252123,6,2,7,2
673,0,1,1,38,-1215,5,2,4,5
674,0,0,1,26,59940,7,4,3,2
675,0,1,1,37,21950,5,3,0,2
676,0,1,1,33,305963,1,3,2,2
677,0,1,1,45,10092,2,5,0,3
678,0,0,1,35,48088,2,3,5,1
679,0,0,0,58,20104,2,17,0,2
680,0,0,0,23,15463,4,8,0,2
681,0,0,1,23,554279,3,5,0,3
682,0,0,1,37,22702,2,4,0,3
683,0,0,1,37,439415,3,8,0,2
684,0,0,1,52,309829,3,3,3,3
685,0,1,1,61,411441,2,3,0,4
686,0,0,0,59,13855,6,11,0,3
687,0,1,1,28,163809,2,22,12,2
688,0,0,1,33,19239,0,17,0,3
689,0,0,1,28,16844,3,3,0,2
690,0,0,1,29,21906,2,7,2,2
691,0,0,1,46,24834,2,5,2,2
692,0,0,1,27,376448,2,3,8,2
693,1,1,0,34,9509,5,2,0,2
694,1,1,0,41,12464,5,10,11,2
695,0,0,0,59,23063,0,1,2,2
696,0,0,1,47,70518,6,2,0,2
697,0,1,1,50,667378,2,7,5,2
698,1,1,0,23,22551,3,1,0,3
699,0,0,1,39,18721,3,3,0,2
700,0,0,1,32,14415,6,2,3,2
701,0,0,1,54,22686,4,7,7,3
702,0,0,1,29,52985,2,13,0,2
703,0,1,0,41,18246,2,4,0,2
704,0,1,1,37,9688,3,2,4,3
705,0,0,1,32,451822,2,6,11,2
706,0,0,0,34,18314,2,1,0,3
707,0,0,0,42,103336,1,4,0,2
708,0,1,1,57,134775,2,15,5,2
709,0,1,0,32,21669,2,16,4,3
710,0,1,0,33,162219,1,5,3,3
711,0,0,0,49,15887,6,3,6,1
712,0,1,1,47,23543,3,4,0,2
713,0,1,1,38,17258,3,9,0,2
714,0,1,0,31,15742,1,1,3,2
715,0,0,0,43,17923,7,5,0,2
716,0,1,1,38,14012,5,3,0,2
717,0,1,0,39,30073,2,4,0,2
718,0,0,1,37,272458,5,3,0,2
719,0,0,1,46,20998,2,3,0,3
720,0,0,0,32,24860,6,3,2,2
721,0,0,1,56,147692,2,17,1,3
722,0,1,0,32,14347,2,3,0,2
723,0,0,1,47,21025,4,14,5,3
724,0,1,1,36,118369,5,20,0,3
725,0,1,1,30,122748,1,3,14,3
726,0,0,1,26,105755,2,4,0,3
727,0,0,1,31,87250,3,2,0,3
728,0,0,1,33,421982,2,3,0,3
729,0,1,1,43,8837,6,3,0,3
730,0,0,1,31,237904,2,3,0,2
731,1,1,0,53,10854,2,2,0,2
732,0,1,0,34,20918,2,4,0,2
733,0,1,0,47,14556,6,2,6,3
734,0,1,1,40,128460,2,3,2,2
735,0,0,1,29,65855,1,2,0,3
736,0,0,1,35,24700,2,15,0,2
737,0,1,1,34,24257,4,1,2,4
738,0,0,1,38,19119,1,21,1,3
739,0,1,1,35,66929,3,4,1,2
740,0,1,1,33,39290,1,3,0,2
741,0,1,1,43,419002,4,3,1,2
742,0,0,1,42,206809,6,3,6,2
743,0,0,1,48,228449,3,3,0,3
744,0,1,1,49,335106,2,5,0,2
745,0,0,0,43,8452,1,16,4,2
746,0,0,1,33,17678,2,17,0,1
747,0,0,1,42,20609,2,2,1,3
748,0,1,1,34,21118,6,13,13,2
749,1,1,0,41,118180,2,10,5,1
750,0,1,1,31,24806,1,2,7,4
751,0,1,1,36,26699,8,4,0,1
752,0,0,1,50,8845,1,5,13,2
753,1,1,0,40,458231,5,3,0,3
754,0,0,1,27,294119,2,6,0,2
755,0,0,1,34,286693,2,4,0,3
756,0,0,1,31,288030,2,2,6,2
757,0,0,1,33,109795,2,3,0,3
758,0,0,1,35,203497,5,3,0,3
759,0,0,0,53,15301,4,2,0,2
760,0,0,1,31,427518,5,13,1,5
761,0,0,0,57,210789,1,2,0,2
762,0,1,1,47,20663,2,6,0,2
763,0,0,1,32,24636,4,15,0,3
764,0,0,1,31,21069,2,3,6,3
765,0,0,1,34,48003,4,3,0,3
766,0,1,1,42,320722,4,8,4,3
767,0,1,1,28,253540,0,3,0,2
768,0,1,0,38,168812,4,4,0,3
769,0,1,1,38,20757,4,4,9,2
770,0,1,1,34,24966,2,4,5,2
771,0,0,1,30,161283,3,5,1,2
772,0,0,0,42,24409,5,4,0,2
773,0,1,1,30,18416,2,3,0,2
774,0,0,0,37,223810,5,4,1,2
775,0,1,1,53,20645,1,7,0,4
776,0,1,1,39,405351,2,6,0,2
777,0,0,1,41,23564,2,3,0,3
778,1,0,0,29,21310,1,3,8,2
779,0,0,1,42,359775,6,9,1,2
780,0,0,1,40,438076,1,3,6,2
781,0,0,0,34,24060,3,5,0,3
782,0,1,1,38,23483,1,4,2,3
783,0,0,1,42,16765,3,10,0,3
784,0,1,0,42,19411,2,4,10,2
785,0,1,1,36,24605,3,17,0,2
786,0,1,1,42,415773,1,2,0,3
787,0,1,1,35,190097,2,3,10,3
788,0,0,1,37,1024016,4,4,9,3
789,0,0,1,36,272631,5,8,0,2
790,0,0,1,31,149490,1,3,12,2
791,0,1,1,54,590789,2,8,3,2
792,0,0,1,34,24253,1,5,0,2
793,0,0,0,41,13945,4,3,0,2
794,0,0,0,42,24415,2,11,0,3
795,0,1,1,53,553831,1,23,1,4
796,0,1,1,35,346683,2,2,7,2
797,0,0,0,37,308703,6,4,6,3
798,0,0,1,34,224535,4,5,0,2
799,0,0,1,30,605913,2,17,0,4
800,0,0,1,38,167168,5,2,8,2
801,0,0,1,29,2887,0,4,2,2
802,0,0,1,47,253438,4,2,10,3
803,0,1,1,34,20723,2,7,0,2
804,0,1,1,38,108939,1,7,4,1
805,0,0,1,41,287688,3,10,6,2
806,0,0,1,32,183687,2,4,0,2
807,0,0,1,29,14150,3,3,6,2
808,0,0,1,28,580400,6,4,0,2
809,0,1,0,37,466625,2,2,9,3
810,0,1,1,32,111800,1,7,0,3
811,0,0,1,37,19437,4,3,0,3
812,0,1,1,28,423657,2,4,4,3
813,0,1,1,37,19434,3,11,13,3
814,0,1,1,27,14402,3,4,10,2
815,0,0,1,31,18283,3,3,0,2
816,0,1,1,52,23478,3,2,1,2
817,0,0,0,35,19532,3,3,0,5
818,0,1,0,31,403584,1,17,0,2
819,0,0,1,30,23987,4,16,2,2
820,0,1,1,30,111160,4,29,3,2
821,1,1,1,28,145198,3,4,13,2
822,0,1,1,38,90843,7,5,0,1
823,0,0,1,39,521266,2,6,7,1
824,0,0,1,33,24068,2,5,0,2
825,0,0,1,47,363571,4,12,0,1
826,0,0,0,54,148249,4,3,0,2
827,1,0,0,32,16649,1,5,0,2
828,0,1,1,29,18785,4,9,19,2
829,0,1,0,29,331498,5,6,0,2
830,0,0,1,43,23748,2,2,2,2
831,0,0,0,29,1559,7,6,7,2
832,0,0,1,29,20211,6,7,4,2
833,0,1,1,32,56056,2,18,0,2
834,0,0,1,31,40539,2,3,0,2
835,0,0,0,34,22800,1,7,0,2
836,0,0,1,51,290257,3,7,0,2
837,0,1,1,23,394948,1,9,0,2
838,0,1,1,25,277198,2,3,0,2
839,0,1,1,38,13494,5,3,3,2
840,0,0,0,27,20077,2,2,0,2
841,0,1,1,34,19724,2,5,0,2
842,0,0,1,35,640823,1,10,8,2
843,0,0,1,32,18963,2,3,0,2
844,0,0,1,33,46103,2,4,0,2
845,0,0,0,35,344962,2,6,0,1
846,0,1,0,37,9438,5,14,4,2
847,0,1,1,29,17043,4,11,1,2
848,0,0,1,28,9237,1,20,0,2
849,0,0,1,54,20184,1,4,0,2
850,0,0,0,33,22713,2,11,0,2
851,0,1,1,28,21898,2,4,0,4
852,0,1,0,46,274386,6,4,4,2
853,0,1,1,32,326923,7,2,0,2
854,0,1,1,44,221508,3,14,0,4
855,0,1,1,26,24577,1,1,3,3
856,1,1,1,39,17862,2,7,0,1
857,0,1,1,32,177405,2,1,0,2
858,0,0,1,29,23189,2,5,0,2
859,1,0,1,33,695225,4,10,0,3
860,0,0,0,51,148556,1,6,12,2
861,0,1,1,36,331200,1,4,0,2
862,0,0,1,53,20339,1,4,6,3
863,0,1,1,31,23336,3,8,0,2
864,0,1,1,34,195371,1,3,0,2
865,0,1,1,28,12834,1,4,0,2
866,0,1,1,35,21847,2,14,1,2
867,0,1,1,29,133075,5,16,11,3
868,0,1,1,27,22868,1,3,0,3
869,0,1,1,30,169110,2,3,0,2
870,0,0,1,40,396848,4,3,1,2
871,1,0,0,36,334465,9,3,3,2
872,1,0,0,46,471420,2,3,6,2
873,0,0,1,33,504045,8,6,11,2
874,1,1,0,34,309907,1,3,2,2
875,0,1,1,46,417134,2,2,0,2
876,0,1,1,44,21573,4,4,5,3
877,1,1,1,22,352859,3,3,0,2
878,1,0,0,42,9932,1,10,0,3
879,0,1,1,31,326366,2,3,0,2
880,0,0,0,28,3144,2,9,5,3
881,0,1,1,44,301447,1,17,15,2
882,0,0,1,34,19259,1,3,0,2
883,0,0,1,31,356649,3,3,0,2
884,0,1,0,34,24384,1,17,0,2
885,0,0,1,46,206708,1,3,0,2
886,0,1,1,29,17836,5,4,0,2
887,1,1,1,45,16455,3,2,11,2
888,0,1,0,58,16303,1,4,0,3
889,1,1,0,32,15192,6,3,0,2
890,0,0,1,34,937488,2,2,9,2
891,1,1,0,40,403046,2,2,4,4
892,0,1,1,34,9307,2,4,11,2
893,0,1,1,32,19078,1,20,8,2
894,0,0,1,33,202673,1,3,0,2
895,0,1,0,37,22408,4,8,0,2
896,0,1,1,51,21431,5,3,4,2
897,0,1,1,34,318659,1,9,0,2
898,1,0,1,26,17766,4,3,17,2
899,0,0,1,30,23207,4,3,12,2
900,0,0,1,30,75112,0,4,1,2
901,0,1,1,55,22011,1,2,0,2
902,0,1,1,25,227435,2,14,0,2
903,0,0,1,29,18938,1,2,11,3
904,0,1,1,29,24389,2,13,6,2
905,0,1,1,60,75936,1,3,10,2
906,1,1,0,29,24913,3,4,0,1
907,0,1,1,44,13254,1,2,0,2
908,1,0,0,39,11718,3,5,0,2
909,0,1,1,52,586654,2,13,2,2
910,0,0,1,26,591047,12,7,5,3
911,0,1,0,24,17822,2,3,0,2
912,0,1,0,36,19503,2,15,0,2
913,0,1,1,49,268927,1,6,0,2
914,0,1,1,38,372951,2,4,0,3
915,0,0,1,54,19999,3,14,0,3
916,0,1,1,42,529790,3,17,0,2
917,1,0,0,41,184061,2,6,14,2
918,0,0,1,40,391894,3,4,4,2
919,0,1,1,28,363645,2,3,6,4
920,0,0,0,37,24839,2,18,0,3
921,0,1,1,37,23194,4,3,0,3
922,0,1,1,37,721428,2,8,0,2
923,0,0,0,28,168446,1,2,9,2
924,0,0,1,42,365254,2,3,1,3
925,0,0,0,39,14219,2,3,0,2
926,0,0,1,39,20229,1,1,9,2
927,0,1,1,40,20563,3,2,0,2
928,0,1,1,46,452374,1,7,0,3
929,0,1,0,26,658273,4,6,1,2
930,0,0,1,28,21242,1,5,0,3
931,0,0,0,48,18487,2,2,0,2
932,0,1,1,34,139303,1,16,0,2
933,0,0,1,39,21484,3,5,0,2
934,1,1,1,33,180204,4,9,0,1
935,0,0,1,40,142389,2,2,0,2
936,0,1,1,40,19876,4,4,3,2
937,0,0,0,27,23705,2,3,5,2
938,0,0,1,39,138976,2,7,4,2
939,0,1,0,39,53095,1,2,9,1
940,0,1,1,50,523978,2,3,2,2
941,0,0,0,30,91496,2,4,9,3
942,0,0,1,37,24150,2,18,0,2
943,0,0,0,56,15236,1,4,0,3
944,0,1,1,33,18178,1,13,0,3
945,0,0,0,28,21401,2,2,6,2
946,0,1,1,35,23838,5,3,2,2
947,0,0,1,33,21736,4,2,6,2
948,0,0,1,34,23004,1,3,0,2
949,0,1,1,43,24886,2,3,0,3
950,0,1,1,44,629545,1,7,5,2
951,0,1,1,23,24320,2,3,0,2
952,0,1,1,32,173712,1,4,0,2
953,0,0,1,24,146575,5,11,4,2
954,0,0,0,26,29908,3,2,1,2
955,0,0,1,30,20098,6,14,0,3
956,0,1,0,59,24018,2,11,6,4
957,0,1,1,47,500031,2,4,5,3
958,0,1,1,30,17670,1,2,0,3
959,0,1,1,39,539975,3,10,0,2
960,0,0,1,39,49540,2,8,1,3
961,0,0,0,50,15349,7,3,0,2
962,0,0,1,42,22693,4,4,7,2
963,0,0,1,26,44774,7,7,6,2
964,0,0,0,32,20342,6,7,0,2
965,0,1,1,39,128074,1,20,2,2
966,0,0,1,27,162593,2,3,2,2
967,0,0,1,40,20771,2,10,4,2
968,0,0,1,31,104479,2,3,0,2
969,0,1,0,31,243182,2,2,21,2
970,0,1,0,37,7475,7,14,2,1
971,0,1,1,44,19105,1,4,0,3
972,1,0,0,48,21669,2,4,1,2
973,0,0,1,39,758845,0,17,4,2
974,1,1,1,41,113160,2,1,16,2
975,0,1,0,36,253387,2,5,0,2
976,0,0,1,33,22916,1,16,1,4
977,0,1,1,33,208010,3,14,8,3
978,0,1,1,45,16502,2,15,0,2
979,0,1,0,35,15826,7,3,0,2
980,1,1,1,25,22956,1,9,9,2
981,0,0,1,35,22659,4,3,5,2
982,0,0,0,33,11735,2,16,0,4
983,0,0,1,53,153173,2,12,9,2
984,0,0,1,38,655439,1,9,0,3
985,0,0,1,23,118877,1,11,0,2
986,0,0,1,34,94485,1,14,13,2
987,0,0,0,33,386884,1,12,0,4
988,0,1,0,29,24252,1,3,3,3
989,0,1,1,34,461409,2,1,0,2
990,0,1,1,34,23515,2,3,0,1
991,0,1,1,50,22824,1,5,0,2
992,0,1,1,37,320996,2,10,0,2
993,0,1,1,36,20548,4,3,6,1
994,0,1,1,29,154619,1,5,0,1
995,0,1,1,30,23703,3,5,1,2
996,0,0,1,29,22514,7,3,9,2
997,0,0,1,42,21010,4,7,2,2
998,0,0,1,46,52009,1,14,3,3
999,0,1,1,34,21927,1,3,0,2
1000,0,0,0,33,20205,1,3,0,2
1001,0,1,0,40,12496,2,5,7,2
1002,0,0,0,50,8888,2,3,2,2
1003,0,1,1,31,13860,6,8,3,3
1004,0,1,1,27,21365,2,4,8,1
1005,0,0,0,41,31274,1,3,0,3
1006,0,0,1,41,17802,2,3,0,2
1007,0,0,1,42,21818,2,2,3,2
1008,1,0,1,39,13890,2,2,13,2
1009,0,1,0,29,20061,3,4,5,4
1010,0,1,1,30,343748,2,16,1,2
1011,0,0,0,50,20292,6,10,14,2
1012,0,0,1,40,609084,2,19,2,2
1013,0,1,1,55,184001,3,8,3,3
1014,0,0,1,30,268872,3,8,0,2
1015,0,0,1,24,174958,2,1,5,1
1016,0,1,1,28,12395,4,13,12,2
1017,0,1,0,40,261237,2,4,1,2
1018,0,1,1,35,20884,2,11,2,2
1019,0,0,0,35,20280,1,4,2,2
1020,0,0,1,45,17343,2,2,0,3
1021,0,0,1,30,20175,3,4,0,2
1022,0,0,1,33,118189,4,4,0,2
1023,1,1,1,28,24043,2,2,8,2
1024,0,1,1,41,20988,1,5,0,2
1025,0,1,1,49,9610,4,3,9,2
1026,0,1,1,33,20169,2,2,5,1
1027,0,0,0,43,18490,2,3,9,2
1028,1,0,0,35,19555,1,3,0,3
1029,0,0,1,29,555746,1,10,8,2
1030,0,1,1,44,22597,2,10,1,2
1031,0,0,1,50,23867,5,4,7,3
1032,0,0,1,66,189281,4,5,0,4
1033,0,0,1,50,20231,3,11,0,2
1034,0,1,1,32,50214,4,4,3,2
1035,0,1,0,50,199113,1,8,0,2
1036,0,1,0,33,165487,1,6,3,1
1037,0,1,1,41,98182,2,7,0,4
1038,0,0,1,36,435957,1,6,0,4
1039,0,0,0,48,74989,1,4,0,3
1040,0,1,1,60,678642,2,17,0,3
1041,0,0,0,35,20825,2,1,0,3
1042,0,0,0,22,21829,6,3,1,3
1043,0,1,0,44,22851,7,3,0,3
1044,0,0,0,42,24613,2,3,4,3
1045,0,1,1,54,22366,1,3,3,3
1046,0,1,1,60,13570,2,4,0,2
1047,0,0,0,38,16143,2,5,0,3
1048,0,0,1,43,21190,4,3,13,2
1049,0,1,0,31,248174,3,4,0,2
1050,0,1,1,37,19504,1,17,0,3
1051,0,0,1,32,23505,2,4,12,2
1052,1,1,1,44,236692,4,4,0,2
1053,0,1,1,37,369072,5,2,4,3
1054,0,0,0,60,18985,2,1,0,3
1055,1,1,1,40,49443,3,13,0,3
1056,0,1,1,33,302753,2,2,5,3
1057,0,0,1,42,295770,1,3,0,2
1058,0,0,1,44,14305,2,4,1,3
1059,0,0,1,41,14767,5,10,0,3
1060,0,0,1,29,18788,2,7,9,1
1061,0,1,0,38,24182,3,4,5,2
1062,0,1,1,34,22755,7,7,0,2
1063,0,1,1,38,3430,7,1,0,2
1064,0,1,1,33,23196,2,10,12,1
1065,0,0,1,35,35966,3,4,0,3
1066,0,0,0,30,19511,5,9,0,2
1067,0,1,1,34,21383,1,3,0,3
1068,0,1,0,42,105696,4,3,3,1
1069,0,0,0,36,20579,1,9,3,1
1070,0,1,1,23,127155,7,5,0,2
1071,1,1,1,46,290431,2,8,0,2
1072,1,1,1,37,296646,2,2,0,2
1073,0,0,0,56,166579,3,17,0,1
1074,0,1,0,35,352025,1,4,0,2
1075,0,0,1,56,16098,7,3,9,2
1076,0,0,1,28,15872,2,7,0,3
1077,0,1,1,26,354757,1,1,0,2
1078,0,0,1,56,17236,1,11,0,2
1079,0,1,1,41,16313,2,3,0,2
1080,0,1,1,35,633658,1,9,0,2
1081,0,0,1,29,18908,3,21,0,3
1082,0,0,0,28,183148,1,8,10,2
1083,0,1,1,35,149437,9,4,9,2
1084,0,0,1,48,19159,0,-1,9,2
1085,0,0,1,33,116998,4,4,5,4
1086,0,0,1,50,572335,2,3,0,2
1087,0,1,0,34,15707,1,8,8,2
1088,0,0,0,30,20379,1,4,0,3
1089,0,1,1,50,102997,1,2,0,3
1090,0,0,1,46,244769,2,8,8,2
1091,0,1,1,29,17822,2,4,2,2
1092,0,1,1,38,7484,3,3,2,3
1093,0,0,1,49,16855,1,8,4,2
1094,0,0,1,39,24775,2,11,1,2
1095,0,0,0,37,17173,4,6,0,2
1096,0,1,0,27,464739,4,3,5,4
1097,1,1,1,28,451848,3,18,1,3
1098,1,0,1,25,142694,4,4,0,2
1099,0,0,1,24,19328,1,12,4,2
1100,0,0,1,37,21774,1,4,0,2
1101,0,0,0,41,134634,2,3,9,2
1102,0,0,1,48,277048,1,7,6,1
1103,0,1,1,49,14076,5,20,0,3
1104,0,0,0,34,126140,1,4,0,2
1105,0,0,1,46,24939,2,21,0,3
1106,0,1,0,35,56327,5,4,0,2
1107,0,0,1,28,10647,4,3,5,1
1108,0,1,1,40,165311,3,3,2,2
1109,0,0,0,23,309444,2,4,0,2
1110,0,0,1,40,7563,2,14,2,3
1111,1,0,1,27,294251,3,3,5,2
1112,0,1,0,37,8921,4,14,0,2
1113,0,0,1,44,434303,2,17,0,2
1114,0,0,1,27,40630,3,7,9,3
1115,0,1,1,38,9467,1,9,17,4
1116,0,0,1,24,514576,5,3,0,2
1117,0,0,1,33,51980,1,4,2,2
1118,0,1,0,22,16515,4,4,0,1
1119,0,1,1,37,155250,2,7,0,2
1120,0,1,1,33,20579,6,4,2,2
1121,0,0,1,39,736468,1,3,13,3
1122,0,0,0,49,21989,2,2,0,2
1123,0,1,1,26,87602,2,14,10,2
1124,0,1,0,28,278247,3,21,0,2
1125,0,0,1,33,283816,5,4,9,3
1126,0,0,1,34,118591,2,4,0,4
1127,0,1,1,40,22311,3,9,3,1
1128,0,0,0,31,21235,2,4,0,2
1129,0,1,1,38,186408,1,2,0,1
1130,0,1,1,39,15353,2,7,0,2
1131,0,0,1,44,139403,2,6,6,2
1132,1,0,0,47,22845,1,17,4,2
1133,0,1,1,33,495594,2,12,0,2
1134,0,1,1,40,112054,2,3,6,2
1135,0,0,1,53,83001,3,3,0,2
1136,0,1,1,58,234663,2,3,1,2
1137,0,1,1,34,116476,5,9,0,2
1138,0,1,1,46,22155,4,10,0,2
1139,0,0,1,52,41338,5,4,1,3
1140,0,0,0,30,17617,4,5,4,2
1141,0,1,1,33,15080,2,3,3,3
1142,0,0,1,49,20387,1,5,0,1
1143,0,0,0,42,129218,1,4,1,3
1144,0,1,1,26,408227,2,3,0,2
1145,0,0,1,33,16416,1,9,12,2
1146,0,0,1,55,20128,2,10,0,3
1147,0,1,0,44,780004,2,16,0,2
1148,0,0,1,31,16160,2,14,3,3
1149,0,0,1,44,23422,2,3,8,2
1150,0,1,1,42,122158,3,12,0,2
1151,0,0,1,32,15247,5,3,6,3
1152,0,0,1,29,130438,3,2,12,2
1153,0,0,1,37,17843,2,5,11,3
1154,0,0,1,46,221522,3,9,4,2
1155,0,0,1,46,6203,6,4,0,3
1156,0,0,1,38,356211,3,18,0,3
1157,0,0,1,29,171960,3,3,0,2
1158,0,0,0,45,17358,1,1,0,2
1159,0,1,1,48,400961,1,0,5,2
1160,0,1,1,37,11653,1,4,1,2
1161,0,1,1,30,22261,2,3,14,2
1162,0,1,1,46,24850,2,4,0,3
1163,0,1,1,37,316188,8,3,1,3
1164,0,0,1,45,16337,1,2,13,2
1165,0,0,0,44,694524,2,11,0,2
1166,0,0,1,43,147725,4,15,0,3
1167,0,1,1,37,13100,2,1,0,3
1168,0,1,1,33,19350,2,13,3,3
1169,0,1,1,52,58105,2,11,0,2
1170,1,0,1,36,570331,2,3,1,2
1171,0,1,1,24,299946,1,20,4,2
1172,0,0,1,29,223995,3,3,4,2
1173,0,0,1,31,674474,2,10,0,3
1174,0,1,1,30,17632,1,4,1,3
1175,0,1,1,35,206520,2,3,1,2
1176,1,1,1,44,63764,3,1,2,3
1177,0,1,1,28,250768,2,13,0,3
1178,0,1,1,32,19508,2,8,0,3
1179,0,1,1,35,13625,2,2,0,1
1180,0,1,1,49,137992,1,4,3,3
1181,0,0,0,21,28016,2,3,0,3
1182,0,1,1,36,19870,8,2,0,2
1183,0,0,1,37,14623,2,3,0,3
1184,0,1,1,38,17819,1,4,6,2
1185,0,1,0,42,239188,4,19,0,2
1186,0,1,0,62,15745,6,4,8,3
1187,0,0,1,33,85685,2,4,0,4
1188,0,1,1,31,432513,8,3,0,2
1189,0,1,0,38,15681,3,2,0,4
1190,0,1,1,41,24610,4,3,0,3
1191,0,1,1,55,22350,5,3,0,1
1192,0,0,1,36,406698,2,3,0,3
1193,0,1,1,19,22930,2,3,0,2
1194,0,0,1,29,19478,2,8,0,2
1195,1,1,0,34,60462,5,17,2,2
1196,0,1,0,32,21363,2,2,0,3
1197,0,1,1,34,148355,5,11,1,2
1198,0,1,1,41,22748,4,2,6,2
1199,0,0,1,31,563840,1,16,13,2
1200,0,0,1,31,259092,2,16,7,4
1201,0,0,1,32,22976,6,8,0,2
1202,0,1,1,28,110657,2,4,6,3
1203,0,0,0,39,98688,3,4,23,3
1204,0,0,1,31,5149,1,15,13,2
1205,1,0,1,42,256093,6,4,0,3
1206,0,0,1,33,13475,2,4,0,2
1207,0,1,1,33,23408,7,4,0,1
1208,0,0,1,30,23626,7,4,1,2
1209,0,1,1,57,18252,2,2,0,2
1210,0,1,1,32,299813,3,4,5,2
1211,1,0,0,39,229711,6,3,2,2
1212,0,0,1,33,594714,2,2,2,4
1213,0,1,1,45,280936,2,3,8,2
1214,0,1,0,38,20771,3,4,8,3
1215,0,0,1,25,288615,1,7,0,2
1216,0,1,1,34,157586,6,3,9,3
1217,0,0,1,30,21577,0,4,1,3
1218,0,0,1,51,192729,6,16,1,3
1219,0,1,1,33,372009,2,4,6,2
1220,0,1,1,32,137736,1,4,0,2
1221,0,0,1,28,523074,8,8,0,2
1222,0,0,1,30,79134,1,3,10,3
1223,0,0,1,57,156842,2,4,0,2
1224,0,0,1,58,276128,2,3,3,3
1225,0,1,0,20,15412,1,3,0,2
1226,0,1,1,40,77580,3,4,2,2
1227,0,0,1,42,612713,2,4,0,2
1228,0,1,0,40,23611,1,9,0,2
1229,0,1,0,47,24657,1,17,0,1
1230,0,1,1,29,561430,1,10,7,2
1231,0,1,1,51,16290,6,17,3,2
1232,0,1,1,34,119176,2,3,1,2
1233,0,1,1,36,37952,1,16,3,2
1234,0,1,1,49,67862,2,3,0,3
1235,0,0,1,42,302316,2,1,0,2
1236,0,0,1,58,330761,2,4,0,2
1237,0,1,1,28,21015,2,13,0,2
1238,0,0,1,30,17278,2,13,4,2
1239,0,0,0,34,413575,4,8,2,2
1240,0,1,1,49,158215,2,5,8,2
1241,0,1,1,39,141231,1,7,3,3
1242,1,0,0,45,19459,1,6,0,2
1243,0,0,1,29,392174,4,4,1,2
1244,0,1,0,37,123172,1,11,2,2
1245,0,1,1,44,22659,3,7,0,2
1246,0,0,0,30,132351,2,3,4,3
1247,0,1,1,53,11410,6,4,0,2
1248,0,1,1,48,219424,2,14,7,2
1249,1,0,1,27,85742,4,9,0,4
1250,0,1,1,28,525505,5,2,5,2
1251,1,1,1,33,517754,2,2,8,4
1252,0,1,0,32,116796,1,22,4,3
1253,0,1,1,42,24105,2,12,0,2
1254,0,0,0,26,441125,1,6,0,2
1255,0,0,1,37,8910,1,9,0,2
1256,0,1,1,29,19721,2,15,7,3
1257,0,0,1,32,23146,1,3,0,4
1258,1,0,1,35,185215,4,8,5,2
1259,0,1,0,34,597727,2,7,0,2
1260,0,1,1,53,15902,2,6,11,2
1261,0,1,0,28,24397,4,4,3,3
1262,0,0,1,42,21255,3,14,7,2
1263,0,0,1,29,705217,3,2,3,3
1264,0,0,1,43,13902,1,8,0,2
1265,0,1,1,27,13661,1,2,0,2
1266,0,0,1,33,104350,6,10,0,2
1267,0,1,1,38,20183,3,2,0,2
1268,1,0,0,41,24707,3,11,1,2
1269,0,0,1,31,15750,1,3,7,1
1270,0,1,1,45,252302,2,8,3,3
1271,1,0,0,21,24181,1,1,4,2
1272,0,1,1,30,23988,4,2,0,2
1273,0,0,0,34,304415,3,3,0,3
1274,0,0,1,37,24985,2,2,0,2
1275,1,0,0,31,17624,1,3,0,2
1276,0,0,1,34,24011,5,9,0,2
1277,0,1,0,39,57032,1,6,10,3
1278,0,1,0,38,22296,2,20,0,3
1279,0,0,1,28,768453,2,12,0,2
1280,0,1,0,38,23767,2,1,2,2
1281,0,0,0,29,16497,2,13,0,5
1282,0,0,1,32,444705,3,8,5,2
1283,0,1,1,33,153016,2,6,5,4
1284,0,1,1,30,17176,4,13,0,2
1285,0,1,1,43,18270,6,17,0,2
1286,0,0,1,34,399766,3,13,0,3
1287,0,0,0,38,148021,2,2,0,3
1288,0,1,1,42,52005,6,8,0,2
1289,0,1,0,38,335527,1,3,0,1
1290,0,0,1,22,18853,1,6,6,2
1291,0,0,0,38,20245,2,3,2,2
1292,0,1,1,35,498869,1,4,0,2
1293,0,1,1,28,18556,2,13,8,2
1294,0,1,1,41,12659,1,6,5,2
1295,0,1,0,41,383094,3,4,12,1
1296,0,0,1,44,22739,2,2,8,1
1297,0,0,1,34,171369,2,2,0,2
1298,0,1,1,37,23601,1,18,8,3
1299,0,1,1,48,52099,3,3,0,4
1300,0,1,1,31,98672,4,10,12,2
1301,0,0,1,25,18840,4,18,6,3
1302,0,1,1,34,180048,2,11,7,1
1303,0,0,1,39,17961,4,3,0,2
